text,label
['kidsapke wandering mai secret plan haimebhaag madharchod'],2
['not certain if youre being peculiar or stupid'],2
the three most badass anime,2
['cringe dont have any tog sense omg harry dash thus cunning'],1
['when they dont let you use water on holi operating theater outburst crackers on diwali so you just interchange them and laugh at the government yeahthis is bountiful brain clock time'],1
['when gallant try to constitute funny at the club im sorry is this some sort of peasant joke that im excessively rich to understand'],1
['if you think its ok for iran to give thermonuclear warhead but non okay for law abiding americans to throw guns you might be a dumbass'],2
['i detest americans more than than hillary or obama trust me'],2
['honor cleanup are constituent of our refinement comfortably so it will equal my honor to kill you all'],3
['a boner represent comparable a thumbs upwards from your balls to whatever youre thinking about'],2
liked being a true gentlemen never goes out of fashion,0
['im non tell you are a slut but you are easier than poland'],1
['sexbomb sexbomb you are my sexbomb'],1
['during sex pati darling ladka nikalu ya ladkiwife dard se meri gnd fati ja rhi hai phle jo dala hai wo bahar nikal'],1
['keep flirting with me i will discover you and i bequeath fuck you'],3
['unintelligent multitude should carry a foretoken to let others know theyre stupid me some do'],2
['jokemelon frd tere to maze h ghar pe at home base my parent to me fata fat yeh kaam kahatm karoge toh dusra kaam milega'],1
['this pork is so raw its ramadan time muslim idolize hoggish'],2
['me render to have sexuality with my gf every bit quiet as possible gf'],1
['kill coronavirus gadget'],3
['preliminary pinned by peepoye jasmine nehra hithesha was my room mate for almost year in bangalore she used to take free pizza pie from dominos an pizza army hut in the past as intimately i give picture with her and i state that its her behaviour to acquire loose food and abuse'],3
['let pine tree state salute to hitler the with child he enounce iodine would take killed altogether the jews of the world just i kept some to show the public why i killed them'],3
['dogs are so dazed lol pat tap later john qi maakichootbehenkaloda mujhe dazed kehta hai khud toh kabhi ek ladki nahi pta skaa'],2
['when you all are laughing at a double meaning laugh but one of your booster likeisme kya funny hkaafi shareef syndicate se belong karta hai'],1
['the great unwashed fake how can you hear an image me moonshanky'],3
['rozgarca memeswala when your best friend kill your pakki goti in luso saala saanp ko paal raha tha'],3
love is in the airme,0
['when youre break but still order food from online gaand fate toh fate equality nawabi sodium ghate'],2
mothers daily struggle to get food for kids,0
['unmatchable day to my mankind because he deserves that shit'],3
reception me chips kaun gift krta hai bhai,0
['she never fooled youyou ever knew exactly what she wasand you lover her anyway'],2
['if that fuckin bastard winnings were all go to hang g from nooses you good fix this shit hillary clinton email to donna brazile october'],3
['when they express mirth at your but you havent even reached pubescence yet'],1
doordarshan on other days doordarshan today scoopwhoopcom,0
['docile giantikunaal if abhishek wasnt bachchanabhishek bachchan juniorbachchan replying toikunaal hahahahafunnybut still well looking than you'],1
['our principal constitute an cretin do you know world health organization i am … who … 1 make up the principals daughter … and do you know who i am … nogood …'],2
['i cant kill the terrorist theyre all my congener'],3
['jokemelon frd tere to maze h ghar pe at home my parents to me fata fat yeh kaam kahatm karoge toh dusra kaam milega'],1
['our school principal is an idiot do you experience who i am … world health organization … ace am the principals daughter … and do you eff who i be … nogood …'],2
['musslamic democrat ilhan omar has jeopardize members of carnal knowledge shes tell respective republican that shell air them shawarma to give them a taste of her culture'],3
['you rape em we scrape em no fetus force out defetus'],3
['tf is she lookin at'],1
kishan jhunjhunwala jhunjhunastic post lockdown when you finally meet that person who has been uploading pictures of golgappa pizzas and samosas in his story,0
love is easy but i am busy,0
['kenyan shit'],1
['if i punch myself and information technology hurt am i rickety or strong strong weak an idiot'],3
come on mumbai show some energy no energy mitron mandir wahi banaienge modi  modi  modi ,0
['deep the stupid runs swallow your female parent should give birth'],2
['intimately there it is the stupidest bally thing ive consider all day'],2
['hannah ilexxa bas itna perhna ha ka ek asa ghar khareed saku translate tweet doc doctorkaun funny that you recollect aise ghar parhayise kahreede ja skat hain'],1
['man behind viral spanosh express joy guy meme has passed off yaad teri aayegi mujhko bada satayegi'],1
['one dont know who gave my tike a whistle but i will find you and i will kill you'],3
['carry the goat fornicator fukislam'],2
['my kid threaten to hold his breath until single gave him dessert hes immediately passed out on the kitchen flooring i dont negotiate with terrorists'],3
me mosquitoes at night,0
['dumbfound back in that oven you racist snowy bitch'],2
['x come you know that verboten of trump helper are barely as stunned as the other'],2
['when your gf insulting you but you want sex tonight'],1
someoneapki movies illogicalwith no story line and full of vulgarity hoti hbhojpuri directorhumko ghanta farq nahi padta,0
['this dame cant stand sportfishing'],1
['ask that obtuse ass question over again and ill head out'],3
im not saying it was muslims but it was muslims,0
['a delineation of me express joy at my own answers in test hall'],1
['he told his daughterdont tell apart anyone that your father is a janitorthey bequeath laugh at youshe posted this photo on social mesh and wrotemy dada exist a janitorhe is my pridei love youdad'],1
no love no tension chasma hata chasma hata,0
['how many shtup accounts make you assholes have'],1
['when you told her you be conk to hump her till she was dazed'],2
['i cant defeat the terrorist theyre all my relatives'],3
['coolest word of advice if you hit this sign you testament strike that bridge'],3
for a second i thought im drunk,0
['i will never personify assassinate because entirely the crazy bloodless trash people with gunman are my bounteous fans'],3
['when the weed hits you hard'],3
['notice this place is a farm farms ingest animals animals get funny sounds smack uncollectible and have sex outdoors unless you can tolerate noise odour and outdoor sex dont buy place next to farm'],1
she is going with hotness to next level rachitha ram,0
['i detest americans more than than hillary or obama trust me'],2
boobs are like the sun you can stare at them only for a few seconds but if you put your sunglasses you can stare at them as much you want,1
['wnen youre walk abode and come across a naked corpse ace shouldnt'],1
